key,filename,total_dur,silence_count,silence_index,silence_start,silence_end,silence_dur
g4252,g4252.mp3,13.426875,6,0,0.0,1.028413,1.028413
g4252,g4252.mp3,13.426875,6,1,3.421202,3.951746,0.530544
g4252,g4252.mp3,13.426875,6,2,4.524785,5.571338,1.046553
g4252,g4252.mp3,13.426875,6,3,6.159615,7.199637,1.040023
g4252,g4252.mp3,13.426875,6,4,9.380907,10.41585,1.034943
g4252,g4252.mp3,13.426875,6,5,10.896712,11.92805,1.031338
g4253,g4253.mp3,7.10525,3,0,0.0,1.036735,1.036735
g4253,g4253.mp3,7.10525,3,1,3.547234,4.097528,0.550295
g4253,g4253.mp3,7.10525,3,2,4.57585,5.608481,1.03263
g4254,g4254.mp3,7.183625,3,0,0.0,1.043379,1.043379
g4254,g4254.mp3,7.183625,3,1,3.283129,3.821474,0.538345
